id,EAP,HPL,MWS
id17607,0.015330096,0.011752971,0.9729169
id06661,0.036344588,0.89538866,0.06826673
id23860,0.66144043,0.016165799,0.32239375
id26850,0.032624777,0.8560276,0.11134767
id16484,0.4178304,0.07756091,0.50460875
id15302,0.1663818,0.018592454,0.8150257
id21138,0.8915211,0.0742512,0.03422773
id02525,0.15251198,0.8056945,0.041793514
id12608,0.0018714323,0.9975943,0.000534305
id23863,0.085338354,0.008692724,0.905969
id01755,0.97778374,0.0057440116,0.016472295
id10567,0.99343985,0.0013295565,0.005230594
id08445,0.36249757,0.55696106,0.08054134
id18146,0.030934542,0.0084575815,0.9606078
id22263,0.54456127,0.06366297,0.39177582
id13537,0.008855703,0.0020330874,0.9891111
id19985,0.5984781,0.070419766,0.3311022
id08053,0.10999052,0.043297973,0.8467115
id18959,0.0023681978,0.99634427,0.0012875891
id06641,0.018200774,0.97977614,0.002023109
id27291,0.08044531,0.9122726,0.007282099
id16124,0.06842985,0.0075566852,0.92401344
id18221,0.68989503,0.010213782,0.2998912
id25670,0.94202495,0.03750032,0.020474765
id18472,0.98059136,0.009761649,0.009647057
id10302,0.6677511,0.039317057,0.29293185
id07721,0.0004754605,0.999361,0.00016353381
id22148,0.012625918,0.0032362058,0.98413783
id04724,0.0016268399,0.9970547,0.0013184759
id03980,0.3675262,0.62208766,0.010386143
id11982,0.924162,0.051139846,0.024698218
id05566,0.0019114063,0.99764365,0.00044490313
id13235,0.61138976,0.34361646,0.044993814
id24524,0.85921174,0.012907622,0.12788065
id26783,0.0072811637,0.00068658084,0.9920323
id02220,0.14364716,0.833481,0.02287182
id17163,0.9311245,0.049155656,0.019719804
id21903,0.93092406,0.032344438,0.036731485
id13350,0.0022316577,0.0016826771,0.99608564
id07036,0.9958468,0.0024449583,0.0017082742
id09150,0.81015575,0.043787923,0.14605632
id22042,0.0009856835,0.00050218607,0.9985121
id19562,0.5619972,0.17941238,0.2585904
id05125,0.8226451,0.12546553,0.051889267
id19462,0.86799634,0.11553129,0.016472412
id02265,0.74992526,0.23693667,0.013137994
id11769,0.14981616,0.82511884,0.025065016
id19021,0.8301625,0.09716884,0.07266862
id06166,0.9956624,0.0034035298,0.00093410845
id26800,0.8706912,0.05904467,0.070264205
id21422,0.26762316,0.013981123,0.7183957
id13116,0.018677851,0.95705366,0.024268521
id05996,0.93750155,0.05629344,0.0062050684
id23318,0.9847676,0.013346598,0.0018857915
id20725,0.00097585114,0.0003776055,0.99864656
id09210,0.9121186,0.022406729,0.06547464
id25842,0.81151456,0.13277385,0.055711605
id00767,0.41466197,0.044001397,0.5413366
id05036,0.017369755,0.9706981,0.011932175
id14853,0.06681794,0.008114097,0.92506796
id16946,0.020626105,0.0039081913,0.9754657
id26804,0.04999613,0.9219911,0.028012786
id24061,0.022295818,0.07010432,0.90759987
id19861,0.99500436,0.0025043874,0.0024912714
id18210,0.09372142,0.017627383,0.8886512
id24313,0.037288934,0.005040105,0.957671
id15960,0.1379727,0.51255506,0.34947228
id14037,0.99790835,0.0013651195,0.0007266002
id17785,0.0063533527,0.003908145,0.9897385
id19362,0.012304513,0.0020745895,0.9856208
id10372,0.75383824,0.20437163,0.041790113
id03061,0.008670814,0.988037,0.0032922016
id27583,0.005919651,0.004094283,0.989986
id22055,0.9215643,0.018871052,0.059564643
id07920,0.07407016,0.915945,0.009984892
id16813,0.1561196,0.014951947,0.8289284
id03088,0.026388125,0.800383,0.17322896
id03026,0.005637566,0.9754655,0.01889693
id09934,0.9957995,0.0020545973,0.0021458834
id21452,0.9975351,0.001587006,0.0008778128
id05576,0.01961783,0.21020937,0.77017283
id22391,0.09264587,0.027088866,0.8802653
id10554,0.003646542,0.99363554,0.002717894
id03291,0.07044533,0.041746072,0.8878086
id23280,0.9411502,0.0068941764,0.05195558
id17777,0.00053725403,0.0001507367,0.99931204
id24574,0.60310626,0.35288885,0.044004887
id05459,0.00047397183,0.999438,8.8065695e-05
id02724,0.057662163,0.021502692,0.9208351
id27678,0.95797867,0.033861227,0.008160172
id21722,0.07639276,0.8830943,0.040512946
id18139,0.8046291,0.15734267,0.038028255
id16264,0.011248237,0.9869077,0.0018440491
id14537,0.974984,0.012386271,0.012629748
id18814,0.99773204,0.0012644761,0.0010034703
id08331,0.04660313,0.94720966,0.006187241
id03963,0.9962786,0.002161169,0.001560174
id07558,0.9943369,0.0010750047,0.0045881234
id26275,0.8929593,0.011195428,0.09584527
id26188,0.089039676,0.8966587,0.014301594
id06789,0.17302716,0.11190722,0.7150656
id21788,0.010262668,0.9862497,0.003487663
id13972,0.720612,0.15448055,0.124907546
id08643,0.9803585,0.010551528,0.00908994
id09642,0.0009811445,0.9986437,0.00037511563
id14054,0.3299277,0.072160505,0.5979118
id12216,0.2702785,0.018021679,0.7116998
id09211,0.20620419,0.7610705,0.032725323
id16903,0.0023003216,0.9961282,0.0015714943
id18976,0.00049920136,0.00022635004,0.99927443
id01861,0.9632059,0.017365353,0.019428812
id22745,0.019794535,0.95629007,0.02391538
id03560,0.9822734,0.014857225,0.0028693674
id17799,0.99668175,0.0017419185,0.0015762456
id12387,0.025269372,0.14182007,0.8329106
id09450,0.53584224,0.0723655,0.39179227
id18088,0.0065493416,0.001198431,0.9922522
id21697,0.9474357,0.024138885,0.028425468
id26128,0.0042416425,0.99444145,0.0013169002
id27462,0.0034605747,0.0012735334,0.99526596
id19394,0.9983676,0.00088455057,0.00074792217
id19929,0.08299596,0.8765815,0.040422566
id16056,0.19110052,0.6484086,0.16049084
id08756,0.06379574,0.013223782,0.9229805
id09203,0.003439623,0.99191463,0.0046457765
id14098,0.9953053,0.0032862115,0.001408487
id24641,0.8619032,0.090118445,0.0479784
id24507,0.0038858864,0.99321234,0.0029018016
id20161,0.5140471,0.46926367,0.016689174
id11710,0.17909288,0.012527017,0.8083801
id15751,0.6748194,0.15610509,0.16907546
id06617,0.29865798,0.15273002,0.548612
id19131,0.9058968,0.075781226,0.018321874
id02796,0.9829754,0.013032128,0.0039923787
id15575,0.015486961,0.9753449,0.00916818
id21828,0.915014,0.034072746,0.050913177
id15093,0.0103489375,0.9883712,0.0012798002
id27867,0.61558247,0.08849994,0.29591763
id19315,0.010858971,0.001649568,0.98749137
id19398,0.39102808,0.5855702,0.02340172
id01572,0.0031508426,0.9941831,0.0026659933
id09781,0.47174016,0.17340848,0.3548514
id19278,0.6348136,0.28724203,0.07794439
id11852,0.08391794,0.0316917,0.88439035
id07067,0.08898573,0.016663095,0.8943512
id08550,0.007776338,0.9911513,0.0010723324
id02634,0.9281634,0.034519367,0.037317283
id02449,0.8865295,0.06601893,0.04745155
id10359,0.6226518,0.31532153,0.06202663
id00217,0.7268144,0.227332,0.045853667
id20848,0.0011751774,0.9983929,0.00043194985
id20229,0.02240251,0.97595084,0.0016466585
id02211,0.79310954,0.112568125,0.09432233
id08435,0.5335181,0.43146056,0.035021294
id23681,0.50088865,0.12270945,0.3764019
id00571,0.6590873,0.025042864,0.3158698
id16280,0.0012231471,0.0005970032,0.9981799
id15022,0.1715192,0.048643522,0.77983725
id08040,0.0012632367,0.0010079029,0.9977289
id18087,0.9856154,0.010318508,0.004066109
id11280,0.60995984,0.38429374,0.005746429
id21543,0.46043038,0.4265507,0.11301893
id00245,0.9037631,0.040526688,0.05571025
id13745,0.00082721614,0.00020507847,0.99896777
id15734,0.8114715,0.17074548,0.017782934
id22572,0.0028421744,0.99588275,0.0012750782
id12741,0.2954325,0.023449928,0.68111753
id16477,0.44752145,0.5376064,0.014872126
id26261,0.0014916802,0.00081798295,0.9976903
id15867,0.23853083,0.058275044,0.70319414
id10479,0.99345857,0.004538185,0.0020032625
id17736,0.008421223,0.002866862,0.98871183
id17768,0.0012690881,0.0011505891,0.9975803
id14172,0.615473,0.037480146,0.3470469
id01972,0.054879777,0.14700902,0.79811126
id10962,0.99043804,0.002561643,0.0070003103
id16692,0.98291934,0.014292507,0.0027881574
id25471,0.0015807974,0.99748874,0.0009304992
id05603,0.0033770502,0.9942154,0.0024075906
id15340,0.862342,0.04739109,0.09026684
id22971,0.97377914,0.016770022,0.009450863
id06765,0.01612122,0.97797537,0.005903478
id19864,0.99110913,0.0044149803,0.004475892
id15834,0.055248275,0.9232564,0.021495271
id17395,0.050215393,0.010373719,0.9394108
id02585,0.05068408,0.9312185,0.018097388
id13154,0.99471855,0.0028089816,0.0024724375
id12972,0.20257449,0.21700945,0.5804161
id11103,0.97807544,0.011348904,0.0105755925
id26062,0.3940653,0.11688767,0.48904702
id07339,0.97170365,0.013415059,0.0148812495
id06096,0.9963057,0.002547375,0.0011469764
id22945,0.2877218,0.68137836,0.030899772
id10058,0.19912246,0.77545315,0.025424417
id06435,0.99936575,0.00035567262,0.00027867264
id12636,0.01266215,0.0025350458,0.9848028
id25423,0.001305921,0.00090275623,0.9977913
id12990,0.004770217,0.0015590907,0.9936707
id24106,0.036197674,0.21779212,0.7460102
id14481,0.0057164864,0.9918527,0.002430848
id03617,0.08992985,0.009915038,0.9001551
id26055,0.9939447,0.0016192588,0.0044360156
id23712,0.9781827,0.0045317723,0.01728558
id19441,0.0036627792,0.9954483,0.000888872
id17042,0.9786154,0.012226738,0.009157782
id09018,0.0045402967,0.9940057,0.0014540054
id08879,0.00012090473,0.99984753,3.1564014e-05
id10841,0.0008637803,0.9978004,0.0013357393
id04776,0.016983483,0.98089385,0.002122647
id26526,0.0031068109,0.00183447,0.9950588
id14181,0.028635414,0.9573301,0.014034468
id18396,0.52747154,0.03428074,0.43824777
id05585,0.022139765,0.97414124,0.003719034
id11546,0.029491922,0.032074828,0.9384333
id08027,0.014233259,0.96419907,0.02156769
id00659,0.77369267,0.022257349,0.20404994
id10937,0.001297189,0.9980798,0.0006230584
id01898,0.19447668,0.5144374,0.291086
id23695,0.0038330113,0.00083152164,0.9953355
id07856,0.03882503,0.9470363,0.014138643
id25233,0.17320253,0.009687963,0.8171094
id24052,0.038442172,0.78709877,0.17445906
id01698,0.003903123,0.9952537,0.00084323814
id01356,0.0040117535,0.9953694,0.00061880884
id10430,0.04092653,0.9525116,0.0065618544
id04778,0.033215318,0.021109514,0.9456752
id24707,0.016022664,0.9783788,0.005598524
id04539,0.7208608,0.013575035,0.26556417
id20011,0.9370178,0.02252273,0.040459465
id09950,0.25386798,0.7351267,0.011005332
id14397,0.7742292,0.1769591,0.048811704
id04457,0.001464078,0.99681795,0.0017179461
id19469,0.046497367,0.9452729,0.008229675
id24230,0.5119451,0.25300097,0.23505391
id16719,0.99657685,0.0013327681,0.0020904061
id20183,0.0073534553,0.99108666,0.0015598597
id24531,0.28264058,0.011293175,0.7060662
id04934,0.9317525,0.041678,0.026569495
id17230,0.0151088545,0.0038746023,0.9810166
id07561,0.9394109,0.03706073,0.023528341
id12282,0.0016058019,0.9978029,0.00059133
id14992,0.005420336,0.99231976,0.002259903
id02934,0.7263965,0.13943973,0.1341637
id00189,0.99852604,0.0010411887,0.00043283225
id27941,0.012935594,0.9719607,0.0151036475
id14642,0.0037775945,0.99227166,0.003950742
id23445,0.44299302,0.47172987,0.08527713
id21603,0.007996131,0.00214046,0.98986346
id21046,0.0005266903,0.9991248,0.00034849322
id02264,0.010083228,0.9775708,0.012345959
id00409,0.9568301,0.018948311,0.02422165
id00351,0.8061178,0.015758947,0.17812335
id14362,0.00036193547,0.99946266,0.00017541331
id20757,0.8180034,0.13551183,0.046484746
id22764,0.36927253,0.60833955,0.022387959
id19264,0.0099548455,0.0109890895,0.97905606
id04506,0.57831985,0.37532124,0.04635897
id18505,0.49247345,0.49815574,0.009370833
id27354,0.22194007,0.609571,0.16848892
id22410,0.87714714,0.10173221,0.021120697
id14241,0.00043497674,0.99944955,0.00011542781
id18785,0.0070393076,0.97804123,0.014919436
id16649,0.22282292,0.4559583,0.3212188
id16386,0.00220452,0.9967535,0.0010419484
id09051,0.032129932,0.0038757273,0.9639944
id22296,0.9287367,0.059010383,0.012252953
id08584,0.855485,0.095834166,0.048680745
id22219,0.003375378,0.0035659666,0.99305856
id18790,0.00051273033,0.99929285,0.00019438361
id10922,0.058093544,0.059177704,0.8827288
id15002,0.95616883,0.0336907,0.010140539
id24862,0.005583395,0.98976433,0.0046522426
id25845,0.90063083,0.078982726,0.02038637
id17586,0.0041704276,0.99500245,0.00082709076
id09390,0.0008946842,0.00043446483,0.99867094
id20069,0.9822922,0.0057090856,0.011998667
id05953,0.0023577483,0.99626875,0.0013734896
id15583,0.004175168,0.9947878,0.0010370108
id03482,0.07981996,0.006180755,0.9139993
id06243,0.18712772,0.58610433,0.22676793
id01116,0.012629509,0.05009642,0.9372741
id17530,0.004736517,0.99198055,0.0032830008
id07552,0.0075266655,0.0028390498,0.9896343
id03131,0.0016690147,0.9974154,0.00091551675
id23142,0.0008767374,0.00042526724,0.998698
id05540,0.57514846,0.32482973,0.10002179
id06292,0.85051733,0.08925477,0.06022795
id26506,0.56642586,0.2715771,0.1619971
id19068,0.038684737,0.0064526773,0.9548626
id21782,0.61039263,0.019106328,0.37050098
id24563,0.003547151,0.99458414,0.0018687522
id21986,0.2691595,0.7030576,0.027782941
id04967,0.46077505,0.026947077,0.5122779
id11760,0.13706677,0.13640802,0.7265253
id02483,0.98686856,0.009277962,0.0038533967
id15791,0.000757783,0.00037698503,0.99886525
id14256,0.7979956,0.016121712,0.1858827
id18328,0.9618557,0.015463448,0.022680808
id06213,0.011648236,0.98292303,0.00542878
id00772,0.97103417,0.02164004,0.0073257736
id01113,0.8919004,0.021442633,0.08665687
id03972,0.9938065,0.003956021,0.0022376077
id25386,0.11291956,0.04913339,0.837947
id09156,0.9008629,0.02200596,0.077131145
id22624,0.87246716,0.09142232,0.036110483
id17789,0.006391036,0.99115443,0.0024545358
id09039,0.0058833626,0.9855936,0.00852297
id20538,0.032838725,0.011766826,0.95539445
id05501,0.035830434,0.0038180822,0.9603515
id27641,0.8958895,0.035121027,0.06898937
id05965,0.0074525415,0.0057514906,0.9867959
id23431,0.2693421,0.68593466,0.04472322
id13075,0.02198597,0.06313321,0.9148808
id26190,0.23370384,0.010362294,0.7559338
id12196,0.6715749,0.006392448,0.3220326
id21318,0.025884112,0.96790457,0.0062112967
id11277,0.053958412,0.88891506,0.05712649
id07193,0.9897009,0.0054871957,0.0048118937
id17105,0.05560429,0.4243008,0.52009493
id18263,0.16516016,0.022606235,0.8122337
id22875,0.033912655,0.021441577,0.9446457
id07157,0.00050312345,0.00019036018,0.99930656
id15051,0.3501316,0.073740184,0.57612824
id08871,0.08239176,0.79299116,0.12461705
id17036,0.0016990576,0.0007485425,0.99755234
id02783,0.0020487993,0.0034074928,0.9945437
id26418,0.90247685,0.0727437,0.024779456
id15748,0.5731224,0.32834652,0.098531045
id00820,0.1277622,0.84357387,0.028663987
id27695,0.118240856,0.77034485,0.11141429
id27286,0.8901428,0.054136846,0.055720262
id11680,0.0009544187,0.0005322451,0.9985134
id01070,0.050677538,0.02050435,0.92881817
id18486,0.019500831,0.008605198,0.9718939
id12389,0.027865106,0.9650665,0.007068392
id12544,0.008198336,0.9869371,0.004864601
id04692,0.63133454,0.115027554,0.2536379
id17342,0.99625105,0.002138401,0.0016104948
id09640,0.50273013,0.09102351,0.40624633
id24300,0.07112318,0.006176145,0.9227006
id13725,0.96092445,0.019441346,0.019634178
id22633,0.8384394,0.11996467,0.041595887
id16653,0.981492,0.011546145,0.0069617415
id00184,0.8803147,0.10957305,0.0101122195
id23872,0.99566156,0.0033066496,0.001031782
id05095,0.8747081,0.03691125,0.08838074
id05757,0.41105318,0.24874452,0.3402023
id26883,0.97806954,0.012205546,0.009724977
id01868,0.98403233,0.0055756164,0.010392016
id13053,0.0024811996,0.00030949205,0.99720937
id24443,0.73134756,0.14919853,0.119453825
id12795,0.0033688075,0.9956786,0.0009526567
id05298,0.110926256,0.01690131,0.87217236
id07560,0.03543512,0.0069239284,0.95764095
id10281,0.58184004,0.27013254,0.14802742
id07254,0.97944903,0.0032794261,0.017271493
id00837,0.018054614,0.9034096,0.07853584
id04534,0.04711928,0.77248496,0.18039574
id16716,0.81952196,0.1341426,0.0463354
id04057,0.42542055,0.028086249,0.5464932
id14988,0.80138606,0.015608549,0.1830054
id05353,0.017613012,0.015243164,0.96714383
id21250,0.9421639,0.050092764,0.0077433535
id25963,0.0016389957,0.99601775,0.0023432972
id10370,0.07900867,0.3016486,0.6193427
id26934,0.75982267,0.0759134,0.16426384
id07649,0.4925416,0.11925588,0.38820255
id21169,0.7304967,0.08237311,0.18713018
id25824,0.9959002,0.0018726763,0.0022270638
id01154,0.32041642,0.664583,0.015000559
id02523,0.056710035,0.010062743,0.93322724
id07677,0.68818206,0.29984337,0.011974666
id24447,0.0050690635,0.0010149007,0.993916
id23036,0.02052122,0.0037410695,0.9757377
id05424,0.81154686,0.121666215,0.06678688
id18807,0.21611987,0.06781803,0.71606207
id05894,0.0056186677,0.98067117,0.013710132
id08494,0.76632977,0.10642091,0.12724933
id17181,0.8712813,0.035601866,0.093116775
id24037,0.00075792964,0.998968,0.00027410107
id22495,0.76082903,0.2072736,0.03189733
id21717,0.33569187,0.63749146,0.026816674
id00477,0.30514702,0.59269315,0.102159895
id03167,0.0019173861,0.00091139734,0.9971712
id08783,0.012887387,0.0053968057,0.98171574
id11954,0.9968303,0.0018185249,0.0013512829
id03029,0.70784223,0.18513401,0.10702377
id16359,0.66991836,0.20285383,0.12722774
id02984,0.97413343,0.020573296,0.005293297
id24559,0.6443247,0.32266444,0.03301082
id26880,5.0875748e-05,1.4386148e-05,0.9999347
id00656,0.31776816,0.03308045,0.6491514
id07825,0.014341669,0.98022664,0.005431652
id16525,0.0040052487,0.99387676,0.0021179854
id08849,0.5204117,0.41706055,0.0625278
id09260,0.0040294323,0.99507964,0.0008909595
id22233,0.98389244,0.0030968552,0.013010629
id12191,0.001802263,0.0013356255,0.9968622
id15505,0.0048422976,0.9915494,0.0036082703
id15882,0.6187545,0.18450834,0.19673713
id10569,0.22089513,0.04075344,0.73835146
id26059,0.9007608,0.09517623,0.0040630214
id13055,0.85650706,0.042649005,0.10084399
id05388,0.9879503,0.0075104265,0.0045393724
id25199,0.003132648,0.99441636,0.0024510184
id11813,0.01043716,0.004253187,0.98530966
id14866,0.2777996,0.035528842,0.6866715
id22247,0.33554834,0.036219224,0.6282324
id08196,0.6593979,0.2833471,0.05725505
id27246,0.005306652,0.9924172,0.0022761857
id21926,0.00297108,0.0014083253,0.99562055
id01930,0.36474162,0.049772806,0.58548564
id26406,0.55020374,0.15467434,0.2951219
id07760,0.11854742,0.71492314,0.1665294
id24815,0.61294496,0.03616289,0.35089216
id22063,0.9175102,0.061761875,0.020727882
id21513,0.05237705,0.93629825,0.011324693
id04006,0.8903987,0.016322557,0.09327878
id06177,0.9220856,0.06824695,0.009667504
id24010,0.7992949,0.013917891,0.18678729
id16402,0.00039926477,0.00025376517,0.99934703
id23894,0.99400043,0.004525046,0.0014745332
id18867,0.98712546,0.0067961533,0.0060783345
id01691,0.0013387245,0.99763227,0.0010289643
id11818,0.13745238,0.23556207,0.62698555
id18481,0.6186623,0.27432063,0.10701706
id20137,0.9476537,0.041852493,0.010493792
id14630,0.032635752,0.78038555,0.1869787
id03058,0.1697532,0.75802207,0.072224736
id27857,0.05665809,0.9235156,0.019826338
id19345,0.27291313,0.6891853,0.037901584
id12726,0.043540124,0.013354617,0.9431052
id06015,0.01482755,0.016892696,0.96827984
id26548,0.0042708083,0.0016339206,0.9940952
id20284,0.06666189,0.013458128,0.91988
id17912,0.54344964,0.04422628,0.41232416
id10287,0.9577111,0.010151386,0.03213746
id03604,0.040273953,0.9554747,0.004251353
id07423,0.56134987,0.37175682,0.06689339
id01484,0.006814181,0.99125624,0.0019296134
id16904,0.987164,0.0042004306,0.008635566
id13187,0.00029598203,0.00020186375,0.9995022
id08507,0.00070058036,0.99892324,0.00037614143
id09599,0.9863499,0.009127121,0.004522971
id20460,0.03056261,0.92768025,0.0417571
id23743,0.001898259,0.9973085,0.00079320546
id13914,0.03373665,0.96007,0.006193335
id23108,0.8833055,0.08025985,0.03643465
id20111,0.7872297,0.19961274,0.013157515
id00300,0.011553722,0.938592,0.049854204
id25970,0.51351345,0.36051106,0.1259755
id24588,0.0073332223,0.0019257169,0.99074113
id04799,0.17857054,0.33693823,0.48449117
id19685,0.002894136,0.002006219,0.9950997
id00628,0.0122185005,0.0077597406,0.9800218
id10632,0.6917884,0.26563597,0.042575605
id24894,0.00066363363,0.99897635,0.00036009515
id06843,0.02707242,0.970922,0.0020055128
id16211,0.79686004,0.19513053,0.008009407
id10730,0.008429686,0.9898088,0.0017615277
id06399,0.0050369273,0.9944055,0.0005576191
id25138,0.9929386,0.005173235,0.0018881427
id04372,0.24381179,0.0484874,0.70770085
id01057,0.91626424,0.03075603,0.052979816
id07505,0.8941809,0.096886806,0.008932353
id17331,0.996163,0.0026039653,0.0012329904
id11306,0.30251953,0.52472544,0.17275505
id07490,0.0017813208,0.9975376,0.00068105996
id00721,0.028367164,0.79073095,0.18090186
id07538,0.7326169,0.13765176,0.12973127
id11289,0.060197413,0.003784967,0.93601763
id25207,0.9853017,0.012401496,0.0022968603
id03831,0.9953139,0.003793613,0.0008925301
id05371,0.4900037,0.49409288,0.015903423
id07405,0.0835961,0.9068059,0.009598023
id25960,0.0031105718,0.99455136,0.0023381184
id18497,0.3003453,0.11148184,0.5881728
id24478,0.99000984,0.0041330205,0.005857076
id12431,0.008527852,0.98916656,0.0023056094
id24080,0.024812084,0.004178208,0.9710097
id11862,0.0047122035,0.0023156782,0.9929721
id04798,0.98967826,0.0064741964,0.0038474745
id22638,0.0031671557,0.99496645,0.0018663895
id16105,0.0017607843,0.99730885,0.0009303669
id05863,0.051234577,0.0072640646,0.9415013
id11466,0.99934226,0.0004121286,0.00024569576
id06091,0.43229124,0.40845394,0.1592548
id04214,0.022868212,0.9732622,0.003869579
id21197,0.013830434,0.98179334,0.004376294
id06479,0.09127387,0.014160962,0.8945651
id21801,0.7101491,0.036224026,0.25362685
id00540,0.99559844,0.0032001717,0.0012013825
id07102,0.11644593,0.86158067,0.021973353
id12012,0.014776072,0.002139263,0.98308474
id17850,0.005105949,0.0007381825,0.99415576
id12708,0.85668194,0.063279375,0.080038734
id09277,0.3229949,0.065344445,0.6116606
id11482,0.0657619,0.8922718,0.04196632
id15327,0.28019443,0.69881916,0.020986399
id17561,0.24985461,0.7131131,0.0370323
id21966,0.5801348,0.013384259,0.40648094
id05742,0.9980876,0.0010628178,0.00084957335
id21441,0.69457334,0.110964976,0.19446175
id10819,0.047452282,0.87848634,0.07406142
id00018,0.27861604,0.69853294,0.022851048
id17038,0.8266312,0.1654281,0.007940685
id14680,0.0014852927,0.99811363,0.00040110663
id17760,0.06974633,0.13459426,0.7956594
id14436,0.55568683,0.41568685,0.028626367
id17180,0.0041314433,0.00060268445,0.99526584
id19132,0.22837734,0.42682758,0.3447951
id17497,0.24056803,0.67079365,0.08863833
id26284,0.14651333,0.3708279,0.48265868
id04340,0.0007566,0.9989054,0.00033793194
id06427,0.013823311,0.9802131,0.005963572
id08340,0.7080234,0.22828583,0.063690715
id07167,0.0141047975,0.97840434,0.007490859
id02218,0.9380416,0.008542383,0.05341597
id18406,0.8319437,0.15301853,0.0150377825
id22134,0.84831494,0.12382508,0.02785996
id04983,0.0015483489,0.00061013835,0.9978415
id17767,0.024852626,0.9634292,0.011718208
id15131,0.0021222653,0.9968168,0.0010609399
id11132,0.9862497,0.00941217,0.004338083
id10054,0.5161816,0.4364231,0.04739539
id03797,0.002082469,0.0008159355,0.9971016
id17143,0.5130685,0.24278663,0.24414489
id19078,0.001346648,0.00048156586,0.9981718
id04919,0.99567837,0.0015978331,0.002723834
id03272,0.0150565095,0.9691412,0.01580227
id15047,0.008099668,0.0063653677,0.985535
id23727,0.39226443,0.28110373,0.32663175
id07221,0.9757416,0.017669307,0.006589023
id13974,0.0011069756,0.9977806,0.0011124455
id24050,0.859326,0.06390515,0.07676886
id18119,0.36811483,0.46408647,0.16779865
id05205,0.7267269,0.09313408,0.18013895
id05233,0.4344757,0.55954486,0.005979417
id23556,0.8326322,0.020212363,0.14715537
id06323,0.98289835,0.011493345,0.005608205
id27903,0.0075515215,0.003716929,0.98873156
id15164,0.8514215,0.12200858,0.026569963
id14714,0.10598462,0.6056746,0.28834072
id11585,0.003673585,0.99510926,0.0012171468
id09119,0.8866876,0.091311276,0.022001155
id03135,0.4735392,0.5071671,0.019293632
id23385,0.80971587,0.023025533,0.16725859
id18219,0.9339243,0.019877562,0.04619816
id17596,0.022115309,0.9731118,0.0047729383
id12235,0.03377491,0.029576756,0.9366483
id15394,0.92985326,0.008369744,0.061777025
id07727,0.99269897,0.005024207,0.002276848
id02748,0.9920299,0.005517477,0.0024525814
id14913,0.00652417,0.0032205372,0.9902553
id05257,0.5745603,0.10604562,0.31939408
id23759,0.024482304,0.7763191,0.19919866
id08726,0.6407686,0.34426382,0.014967564
id24493,0.9854812,0.009119331,0.005399399
id19945,0.019839626,0.97091496,0.009245488
id27893,0.87382716,0.019672778,0.106500015
id04975,0.009408453,0.005171243,0.9854203
id14722,0.82026786,0.11385479,0.06587734
id10320,0.010392393,0.9868715,0.0027361054
id09619,0.0012135721,0.9965204,0.0022660934
id07480,0.26107913,0.7130046,0.025916273
id00342,0.019886136,0.9723158,0.0077980375
id08611,0.79583496,0.058442403,0.14572272
id24284,0.09231089,0.0043398715,0.90334916
id20491,0.36195293,0.54983634,0.08821069
id18337,0.0012935,0.0005860047,0.9981205
id04781,0.37944332,0.1451963,0.4753604
id11067,0.97821987,0.00858187,0.013198281
id19402,0.36247763,0.62220925,0.015313113
id20009,0.0025884197,0.0021979257,0.9952136
id08535,0.066929795,0.06676904,0.8663011
id07495,0.06806688,0.022767315,0.90916586
id06262,0.0015964508,0.0010620354,0.99734145
id10898,0.27738315,0.045012847,0.677604
id17778,0.004016559,0.99276745,0.0032160217
id07210,0.4713179,0.45069402,0.07798806
id04367,0.021495543,0.9614924,0.017012004
id27713,0.6599841,0.024424111,0.3155918
id15428,0.16144453,0.71299106,0.12556444
id25427,0.44609445,0.26885837,0.28504723
id09789,0.55018634,0.018515773,0.43129787
id07658,0.89019525,0.09769323,0.012111578
id25453,0.17499186,0.7810725,0.043935597
id24495,0.99296945,0.0036123544,0.003418243
id03270,0.008409217,0.9887788,0.0028119418
id11879,0.006416586,0.99276567,0.0008177083
id24356,0.019520754,0.0110904025,0.9693888
id22256,0.056356065,0.010650477,0.9329935
id06050,0.0035045194,0.99601007,0.00048537875
id09555,0.9800458,0.0081068,0.011847421
id23772,0.013494642,0.94007385,0.04643154
id21930,0.005110565,0.0079940045,0.9868954
id00823,0.02771336,0.94101673,0.03126988
id23666,0.0030395885,0.9953134,0.0016469511
id08118,0.0009785295,0.001331629,0.99768984
id21388,0.002362852,0.9937937,0.0038433885
id23312,0.45411983,0.44729084,0.098589316
id08545,0.12168378,0.026670303,0.85164595
id20351,0.1156156,0.0720684,0.81231594
id13536,0.29469267,0.03940645,0.6659009
id27742,0.008426027,0.988441,0.0031329428
id13343,0.0018733584,0.00057462003,0.9975521
id11987,0.0033590102,0.99152267,0.0051183617
id08921,0.7656831,0.060793582,0.17352335
id09972,0.008886031,0.9891044,0.0020095718
id26173,0.99434376,0.0032228194,0.0024334115
id07917,0.087172635,0.29689988,0.6159276
id01383,0.9619341,0.02032711,0.01773877
id26699,0.12320319,0.8566164,0.02018044
id11058,0.12311396,0.006643214,0.8702428
id20425,0.0029897639,0.9939261,0.0030841262
id20238,0.040491406,0.9225541,0.036954515
id21348,0.7084958,0.25772223,0.033781897
id09552,0.043191805,0.0055146376,0.9512935
id25075,0.79224545,0.099322885,0.108431645
id17749,0.025743376,0.006137952,0.96811867
id18910,0.8260912,0.06327596,0.1106328
